"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"241","Steven Santini","T.B","D","1","11.616666666667","0","0","0","0","0","0.00","1","0.00","0.06","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","-"
"264","Dakota Mermis","TOR, UTA","D","4","58.016666666667","0","0","0","0","0","0.00","5","0.00","0.22","11","7","6","0","1","2","2","1","1","0","0","0","5","0","3","3","4","0","0","-"
"267","Conor Sheary","T.B","L","5","55.15","0","0","0","0","0","0.00","2","0.00","0.57","7","4","5","3","0","0","4","2","2","0","0","2","0","0","2","5","1","0","1","0.00"
"284","Sonny Milano","WSH","L","3","21.183333333333","0","0","0","0","0","-","4","0.00","0.5","4","4","4","2","0","1","0","0","0","0","0","1","1","0","1","3","0","0","0","-"
"305","Mark Friedman","VAN","D","5","66.9","0","0","0","0","0","0.00","4","0.00","0.1","8","6","2","0","0","0","10","1","0","0","1","0","1","2","6","8","5","0","0","-"
"323","Hayden Hodgson","OTT","R","2","17.15","0","0","0","0","0","-","2","0.00","0.27","4","4","2","1","1","0","5","1","0","1","0","1","2","0","7","5","1","0","0","-"
"332","Colin White","S.J","C","3","20.283333333333","0","0","0","0","0","-","1","0.00","0.47","3","3","3","2","0","0","0","0","0","0","0","0","1","0","2","5","1","2","10","16.67"
"337","Travis Dermott","EDM, MIN","D","19","222.45","0","0","0","0","0","0.00","8","0.00","0.28","24","14","8","0","1","0","2","1","1","0","0","1","8","3","6","26","15","0","0","-"
"357","Caleb Jones","L.A","D","6","68.916666666667","0","0","0","0","0","0.00","6","0.00","0.08","15","9","3","1","1","0","2","1","1","0","0","1","3","1","9","7","5","0","0","-"
"358","Noah Juulsen","VAN","D","35","472.83333333333","0","0","0","0","0","0.00","24","0.00","0.97","68","34","20","2","3","5","21","8","7","1","0","7","40","12","88","78","36","0","0","-"
"363","Guillaume Brisebois","VAN","D","3","46.466666666667","0","0","0","0","0","0.00","2","0.00","0.09","6","5","0","0","0","0","0","0","0","0","0","0","0","1","2","5","4","0","0","-"
"369","Kyle Capobianco","DAL","D","1","10.716666666667","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","4","2","2","0","0","0","0","1","1","1","0","0","0","-"
"411","Julien Gauthier","NYI","R","1","7.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"412","Rasmus Asplund","FLA","C","6","45.566666666667","0","0","0","0","0","-","2","0.00","0.23","3","3","2","0","1","0","2","1","1","0","0","0","2","4","3","5","2","9","6","60.00"
"416","Cam Dineen","EDM","D","4","60.75","0","0","0","0","0","0.00","8","0.00","0.42","18","14","6","1","1","2","0","0","0","0","0","1","0","2","1","11","6","0","0","-"
"424","Riley Tufte","BOS","L","6","52.316666666667","0","0","0","0","0","-","1","0.00","0.03","5","1","2","0","0","0","4","2","2","0","0","1","3","0","8","4","1","1","1","50.00"
"432","Givani Smith","COL, S.J","R","13","81.683333333333","0","0","0","0","0","-","5","0.00","0.52","10","7","2","2","1","1","18","6","4","2","0","3","2","2","20","5","5","0","0","-"
"435","Riley Stillman","CAR","D","5","34.1","0","0","0","0","0","0.00","1","0.00","0.09","5","4","1","0","1","0","7","2","1","1","0","1","4","0","8","5","0","0","0","-"
"445","Brett Murray","BUF","L","3","22.566666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","-"
"448","Alex Nylander","TOR","L","5","41.066666666667","0","0","0","0","0","0.00","1","0.00","0.19","3","3","3","1","0","0","4","2","2","0","0","0","3","0","0","5","0","2","1","66.67"
"457","Michael Pezzetta","MTL","L","25","148.18333333333","0","0","0","0","0","0.00","14","0.00","1.77","31","26","16","8","3","1","24","9","7","2","0","3","9","2","73","14","7","2","6","25.00"
"461","Nathan Clurman","PIT","D","1","11.083333333333","0","0","0","0","0","-","4","0.00","0.1","4","4","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"464","Dylan Coghlan","WPG","D","6","86.033333333333","0","0","0","0","0","0.00","9","0.00","0.4","20","16","4","0","1","5","4","2","2","0","0","0","8","2","2","4","6","0","0","-"
"468","Jeffrey Viel","BOS","L","5","38.233333333333","0","0","0","0","0","-","3","0.00","0.64","6","5","5","4","0","1","14","4","2","2","0","4","4","2","12","4","2","1","0","100.00"
"469","Alex Barré-Boulet","MTL","C","2","14.066666666667","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","2","1","1","0","0","0","0","1","2","1","0","0","0","-"
"470","Tye Felhaber","COL","L","5","27.4","0","0","0","0","0","-","2","0.00","0.11","4","2","4","1","0","0","0","0","0","0","0","0","0","1","7","3","0","0","0","-"
"492","Jonas Rondbjerg","VGK","R","13","120.06666666667","0","0","0","0","0","0.00","10","0.00","0.62","20","16","9","2","1","1","0","0","0","0","0","1","1","3","3","23","4","1","3","25.00"
"502","Shane Bowers","N.J","C","4","32.5","0","0","0","0","0","0.00","2","0.00","0.04","2","2","1","0","0","1","0","0","0","0","0","0","1","1","9","2","1","1","0","100.00"
"515","Cameron Crotty","MIN","D","1","5.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"531","Ben Jones","MIN","C","26","212.46666666667","0","0","0","0","0","0.00","24","0.00","2.36","50","39","22","10","3","4","10","2","0","2","0","4","9","2","50","17","11","12","13","48.00"
"556","Alexander Alexeyev","WSH","D","8","123.45","0","0","0","0","0","0.00","7","0.00","0.14","15","12","1","0","0","2","0","0","0","0","0","0","7","2","9","16","12","0","0","-"
"565","Grigori Denisenko","VGK","L","1","8.45","0","0","0","0","0","-","0","-","0.08","2","1","0","0","0","0","2","1","1","0","0","0","0","0","5","0","0","0","1","0.00"
"570","Liam Foudy","NYI","C","2","14.9","0","0","0","0","0","-","1","0.00","0.11","3","1","2","1","0","0","0","0","0","0","0","0","0","1","0","3","1","0","0","-"
"576","Adam Ginning","PHI","D","1","12.566666666667","0","0","0","0","0","-","0","-","0","3","0","1","0","0","1","0","0","0","0","0","0","1","0","1","3","1","0","0","-"
"582","Jan Jenik","OTT","C","2","15.383333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","2","33.33"
"599","Spencer Stastney","NSH","D","23","335","0","0","0","0","0","0.00","15","0.00","1.18","43","27","14","3","2","1","4","2","2","0","0","1","19","5","8","34","19","0","0","-"
"603","Rafael Harvey-Pinard","MTL","L","1","8.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"606","Reese Johnson","MIN","C","3","28.566666666667","0","0","0","0","0","-","1","0.00","0.11","3","1","2","1","0","0","0","0","0","0","0","0","1","0","6","3","3","0","0","-"
"613","Jake Lucchini","NSH","C","3","28.4","0","0","0","0","0","0.00","2","0.00","0.16","3","3","1","1","0","0","2","1","1","0","0","0","0","0","2","3","0","1","1","50.00"
"614","Corey Schueneman","STL","D","4","54.466666666667","0","0","0","0","0","0.00","4","0.00","0.13","9","6","3","0","0","0","0","0","0","0","0","0","2","0","1","5","7","0","0","-"
"615","Mason Morelli","VGK","L","1","7.45","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-"
"618","Jimmy Schuldt","S.J","D","8","101.48333333333","0","0","0","0","0","-","4","0.00","0.1","9","6","3","0","2","0","0","0","0","0","0","1","6","1","12","15","5","0","0","-"
"625","Matthew Robertson","NYR","D","2","32.95","0","0","0","0","0","0.00","2","0.00","0.07","4","3","1","0","0","0","0","0","0","0","0","0","2","1","2","7","1","0","0","-"
"630","Raphael Lavoie","VGK","C","9","84.733333333333","0","0","0","0","0","0.00","10","0.00","1.35","24","16","10","6","1","4","2","1","1","0","0","1","3","0","16","10","0","0","2","0.00"
"632","Daniil Misyul","N.J","D","1","12.383333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","-"
"634","Samuel Bolduc","NYI","D","1","5.9333333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"644","Domenick Fensore","CAR","D","2","32.35","0","0","0","0","0","0.00","5","0.00","0.26","8","6","3","1","0","2","2","1","1","0","0","0","1","0","2","3","2","0","0","-"
"646","Ryan Johnson","BUF","D","3","50.9","0","0","0","0","0","-","3","0.00","0.56","11","8","3","2","0","1","4","2","2","0","0","0","2","0","1","9","4","0","0","-"
"650","Ryan Suzuki","CAR","C","2","13.183333333333","0","0","0","0","0","0.00","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","4","42.86"
"658","Nathan Légaré","N.J","R","3","31.65","0","0","0","0","0","-","3","0.00","0.37","4","3","3","2","0","1","0","0","0","0","0","0","0","0","12","0","1","0","0","-"
"661","Tobias Bjornfot","FLA","D","14","174.93333333333","0","0","0","0","0","0.00","10","0.00","0.81","28","18","9","1","0","5","2","1","1","0","0","1","6","1","13","26","10","0","0","-"
"680","Maxwell Crozier","T.B","D","5","83","0","0","0","0","0","0.00","8","0.00","0.4","19","12","2","1","0","2","0","0","0","0","0","0","6","0","11","9","6","0","0","-"
"684","Matt Stienburg","COL","C","8","43.5","0","0","0","0","0","0.00","4","0.00","0.35","8","6","5","4","1","0","7","2","1","1","0","5","2","0","16","6","1","0","0","-"
"689","Jacob Gaucher","PHI","C","4","29.366666666667","0","0","0","0","0","0.00","3","0.00","0.27","4","4","2","1","1","0","0","0","0","0","0","0","0","1","4","4","2","10","5","66.67"
"692","Connor Mackey","NYR","D","2","29.25","0","0","0","0","0","0.00","1","0.00","0.02","4","2","2","0","0","0","5","1","0","1","0","1","1","0","4","2","1","0","0","-"
"694","Jack Ahcan","COL","D","2","29.283333333333","0","0","0","0","0","0.00","1","0.00","0.04","3","2","1","0","0","2","2","1","1","0","0","0","3","0","3","2","1","0","0","-"
"703","Jack Finley","T.B","C","1","8.4166666666667","0","0","0","0","0","0.00","1","0.00","0.1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","3","2","60.00"
"706","Daemon Hunt","MIN","D","1","7.4166666666667","0","0","0","0","0","-","2","0.00","0.05","5","3","2","0","1","0","0","0","0","0","0","0","0","1","1","0","2","0","0","-"
"710","Vasily Ponomarev","PIT","C","7","63.1","0","0","0","0","0","-","8","0.00","0.25","12","9","4","1","0","1","2","1","1","0","0","0","4","3","5","9","2","14","11","56.00"
"724","Donovan Sebrango","OTT","D","2","20.616666666667","0","0","0","0","0","-","0","-","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"726","Thomas Bordeleau","S.J","C","1","10.116666666667","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","100.00"
"733","Brendan Brisson","VGK","C","9","88.8","0","0","0","0","0","0.00","7","0.00","0.55","18","12","8","2","0","2","0","0","0","0","0","0","1","1","9","11","0","0","0","-"
"748","Riley Duran","BOS","C","2","24.233333333333","0","0","0","0","0","-","5","0.00","0.25","8","6","2","0","0","0","2","1","1","0","0","1","1","0","6","1","0","0","1","0.00"
"760","Chase Bradley","COL","L","2","11.15","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","-"
"763","Josh Dunne","BUF","C","2","13.883333333333","0","0","0","0","0","-","1","0.00","0.17","4","4","1","0","1","0","5","1","0","1","0","1","0","0","5","4","2","2","5","28.57"
"785","Oskar Olausson","COL","R","2","13.616666666667","0","0","0","0","0","-","3","0.00","0.1","3","3","2","0","0","0","0","0","0","0","0","0","2","0","1","3","2","0","0","-"
"787","Ryan Ufko","NSH","D","1","15.616666666667","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0","1","1","0","0","0","-"
"795","James Malatesta","CBJ","L","2","21.016666666667","0","0","0","0","0","0.00","0","-","0.08","1","1","1","0","0","0","0","0","0","0","0","0","4","1","6","3","1","1","0","100.00"
"808","Carter Mazur","DET","L","1","1.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"812","Michael Milne","MIN","L","1","6.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-"
"816","Jacob Melanson","SEA","R","1","9.8833333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","4","1","0","0","0","-"
"820","Frederic Brunet","BOS","D","1","13.533333333333","0","0","0","0","0","-","2","0.00","0.04","4","2","2","0","0","0","0","0","0","0","0","0","0","1","1","1","5","0","0","-"
"824","Taylor Ward","L.A","R","1","13.633333333333","0","0","0","0","0","-","2","0.00","0.17","3","2","2","2","0","0","0","0","0","0","0","0","1","0","3","0","0","1","0","100.00"
"833","Ryan Greene","CHI","C","2","23.1","0","0","0","0","0","-","1","0.00","0.36","8","4","4","0","0","1","0","0","0","0","0","0","3","0","0","1","3","6","11","35.29"
"836","Devin Kaplan","PHI","R","1","12.2","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"838","Joakim Kemell","NSH","R","2","19.3","0","0","0","0","0","0.00","5","0.00","0.54","8","6","4","2","0","1","0","0","0","0","0","1","1","0","4","5","1","0","0","-"
"840","Kirill Kudryavtsev","VAN","D","2","25.35","0","0","0","0","0","0.00","2","0.00","0.05","5","4","0","0","0","0","0","0","0","0","0","0","2","0","0","1","3","0","0","-"
"846","Tristan Luneau","ANA","D","6","94.766666666667","0","0","0","0","0","0.00","6","0.00","0.22","13","9","3","0","0","0","2","1","1","0","0","0","6","1","5","5","9","0","0","-"
"856","Noah Ostlund","BUF","C","8","78.666666666667","0","0","0","0","0","-","4","0.00","0.83","13","8","10","4","0","2","2","1","1","0","0","1","4","2","1","4","3","8","14","36.36"
"864","Brian Halonen","N.J","L","2","23.35","0","0","0","0","0","-","2","0.00","0.09","5","3","1","0","0","2","0","0","0","0","0","0","2","1","2","2","1","0","0","-"
"865","Owen Sillinger","CBJ","C","1","11.05","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","1","1","1","2","1","2","3","40.00"
"871","Ben Meyers","SEA","C","8","66.616666666667","0","0","0","0","0","0.00","4","0.00","0.45","10","5","7","5","0","1","2","1","1","0","0","0","1","1","9","7","1","24","25","48.98"
"875","Nikita Grebenkin","TOR","R","7","58.966666666667","0","0","0","0","0","-","2","0.00","0.28","5","3","4","3","0","1","2","1","1","0","0","1","1","1","13","9","1","1","0","100.00"
"883","Hunter Brzustewicz","CGY","D","1","18.383333333333","0","0","0","0","0","0.00","2","0.00","0.03","2","2","1","0","1","0","2","1","1","0","0","0","1","1","1","2","0","0","0","-"
"886","Dalibor Dvorsky","STL","C, R","2","17.433333333333","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","3","3","50.00"
"888","Samuel Honzek","CGY","L","5","52.566666666667","0","0","0","0","0","0.00","5","0.00","0.69","6","6","6","3","0","1","2","1","1","0","0","1","4","1","5","4","2","0","0","-"
"889","Ryan Leonard","WSH","R","9","119.93333333333","0","0","0","0","0","0.00","16","0.00","1.56","29","21","13","4","1","1","11","4","3","1","0","6","6","4","17","15","4","1","0","100.00"
"892","Gabe Perreault","NYR","R","5","65.433333333333","0","0","0","0","0","-","4","0.00","0.26","8","6","6","1","1","1","0","0","0","0","0","1","6","1","1","2","1","0","1","0.00"
"895","Aydar Suniev","CGY","L","1","12.766666666667","0","0","0","0","0","0.00","1","0.00","0.1","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"897","Jason Polin","COL","R","2","10.366666666667","0","0","0","0","0","-","3","0.00","0.11","6","3","4","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","0","100.00"
"902","Ty Mueller","VAN","C","2","20.583333333333","0","0","0","0","0","-","1","0.00","0.17","2","1","1","1","0","1","2","1","1","0","0","0","1","0","1","3","4","5","10","33.33"
"904","Jett Luchanko","PHI","C","4","43.05","0","0","0","0","0","0.00","3","0.00","0.81","7","6","5","3","0","1","2","1","1","0","0","2","1","1","6","3","0","16","13","55.17"
"909","Jacob Quillan","TOR","C","1","4.8666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"914","Jere Innala","COL","L","17","117.36666666667","0","0","0","0","0","0.00","7","0.00","1.45","20","16","11","7","0","0","2","1","1","0","0","3","2","1","20","12","6","0","2","0.00"
"916","Nikita Prishchepov","COL","C","10","63.666666666667","0","0","0","0","0","0.00","4","0.00","0.16","10","7","3","1","2","1","0","0","0","0","0","1","2","0","10","3","2","0","0","-"
"917","Jack Williams","CBJ","R","1","11.15","0","0","0","0","0","0.00","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","5","6","45.45"
"918","Karsen Dorwart","PHI","L","5","49.233333333333","0","0","0","0","0","0.00","4","0.00","0.27","7","5","4","1","1","0","2","1","1","0","0","0","4","0","9","4","2","14","20","41.18"
"919","Quinn Hutson","EDM","R","2","26.4","0","0","0","0","0","0.00","1","0.00","0.05","3","3","1","0","0","0","2","1","1","0","0","0","4","0","0","1","0","0","0","-"
"920","Tim Washe","ANA","C","2","15.466666666667","0","0","0","0","0","0.00","2","0.00","0.43","7","6","4","1","0","1","0","0","0","0","0","0","0","0","4","0","0","4","4","50.00"
